,id_komentar,nama_akun,tanggal,text_cleaning,text_cleaning_cleaned,sentimen,text_cleaning_initial
818,UgzAT7dFgQtWcQBryI14AaABAg,Dj GEOL,2023-06-07 07:08:34+00:00,masyarakat   butuh pribadi baik transportasi   sedia  lebih  convenient hongkong singapore,masyarakat butuh pribadi transportasi sedia convenient hongkong singapura,netral,masyarakat   butuh pribadi baik transportasi   sedia  lebih  convenient hongkong singapura
819,UgxPhwxuDT8hmxSDTdN4AaABAg,Ranap Wijaya,2023-06-07 07:06:18+00:00,sharusnya   bahan bakar minyak kurang banyak   lari tenaga,bahan bakar minyak lari tenaga,negatif,seharusnya   bahan bakar minyak kurang banyak   lari tenaga
820,Ugz2YiYpwSHi5kcjkWR4AaABAg,Karso Indra Offesial.,2023-06-07 07:06:16+00:00,bisnis orang perintah coba klu buat bis adan angkut umum,bisnis orang perintah coba bis adan angkut,positif,bisnis orang perintah coba kalau buat bis adan angkut umum
821,UgygnK75teGhTUbGdfl4AaABAg,DaniAzis Sawanganelok,2023-06-07 07:03:19+00:00,  butuh masyarakat kecil bukan butuh lowong pekerjan,butuh masyarakat butuh lowong pekerjan,negatif,  butuh masyarakat kecil bukan butuh lowong pekerjan
822,Ugw_iGi_HImA0pCWFZd4AaABAg,Novrendy Cahya Paulus,2023-06-07 07:02:00+00:00,seperti jelas butuh masyarakat indonesia akses transportasi publik rata,butuh masyarakat indonesia akses transportasi publik,negatif,seperti jelas butuh masyarakat indonesia akses transportasi publik rata
823,UgxIgFhx0wF6gizScEZ4AaABAg,mur yanto,2023-06-07 07:01:44+00:00,benar   beli subsidi terlalu lama antri,beli subsidi antre,negatif,benar   beli subsidi terlalu lama antre
824,Ugy2oCFH1HBU2xhdPL14AaABAg,pedro firmansyah,2023-06-07 06:56:41+00:00,suatu mau   mau laku   bahan bakar fosil makin langka,laku bahan bakar fosil langka,negatif,suatu mau   mau laku   bahan bakar fosil makin langka
825,Ugz9qWiVyNZ1WUe5Ioh4AaABAg,dimitri fox,2023-06-07 06:54:09+00:00,alhamdulillah  moga  allah hancur akal bulus si rejim jokowi,alhamdulillah moga hancur akal bulus rejim jokowi,positif,alhamdulillah  semoga  allah hancur akal bulus sih rejim jokowi
826,UgzZUan7OBjRI59-4-F4AaABAg,mu'ammal hamidy,2023-06-07 06:53:50+00:00,    jtan tak beli,jtan beli,negatif,    jtan tak beli
827,UgxUClN1E3NMPR4n1NF4AaABAg,ahmad bahtiar,2023-06-07 06:51:16+00:00,promo ev harga langit   tadi mau beli   malah mikir pilih second,promo ev harga langit beli pikir pilih second,positif,promo ev harga langit   tadi mau beli   malah pikir pilih second
828,UgzSqTls4E7ieP6mm7x4AaABAg,Paiman Jono,2023-06-07 06:49:00+00:00,begini bkn   laku   harga   model   laku     memilki fasilitas umum,laku harga model laku memilki fasilitas,positif,begini bukan   laku   harga   model   laku     memilki fasilitas umum
829,UgySF7ucAmLbirZZjwx4AaABAg,heru setyadji utomo,2023-06-07 06:48:55+00:00,onderdil mahal baterai dl jangkau,onderdil mahal baterai jangkau,negatif,onderdil mahal baterai dulu jangkau
830,Ugxm4zvf8f8wU2LCnY54AaABAg,Ido Cipp,2023-06-07 06:47:45+00:00,fasilitas banyak blm dukung alasanya,fasilitas dukung alasanya,positif,fasilitas banyak belum dukung alasanya
831,Ugyn1nrgGnlT6LBymWZ4AaABAg,Qylk,2023-06-07 06:47:38+00:00,memang perlu kendara pribadi properti krusial harga relatif mahal bahan bakar   subsidi jelas buang buang kas negara negara maju pedestrian pada orang orang cukup jalan kaki naik transport umum guna alternatif murah lain cukup penuh perlu lokasi ingin,kendara pribadi properti krusial harga relatif mahal bahan bakar subsidi buang buang kas negara negara maju pedestrian orang orang jalan kaki transport alternatif murah penuh lokasi,negatif,memang perlu kendara pribadi properti krusial harga relatif mahal bahan bakar   subsidi jelas buang buang kas negara negara maju pedestrian pada orang orang cukup jalan kaki naik transport umum guna alternatif murah lain cukup penuh perlu lokasi ingin
832,Ugzi6wxceJ4Ruql32Wp4AaABAg,Yusak Mario,2023-06-07 06:46:40+00:00,sebab karna kurang paham masyarakat lebih ev cuma mikir ev bebas karbon paham lebih contoh a ev   kuat nanjak mohon maaf ev rata rata torsi mesin besar torsi pakai tanjak bukan daya kuda hp b ev sedia orderdil jarang ev hampir bilang fre maintenance karna gerak pakai dinamo ada pernah servis bulan kipas angin ganti oli kipas angin tiap bulan ev susah kalaupun ganti biasa baterai itu jangka waktu lama sisa komponen umum misal ganti ban kampas rem jual sedia c harga charging ev mahal   banyak bahas ngetes boros boros ev lebih irit combustion engine jarak jelajah ev pendek jarak jelajah ev uang sanggup bayar ev sanggup km sekali jelajah masalah sanggup   beli inti tanya tanya gambar paham masyarakat ev bagus harga ev jangkau harga wuling air ev merk china ukur   lebih besar bajaj harga tara versi tinggi city car jepang brio agya gr malah low mpv varian rendah sama sekali value for money,paham masyarakat ev pikir ev bebas karbon paham contoh a ev kuat nanjak mohon maaf ev torsi mesin torsi pakai tanjak daya kuda handphone b ev sedia orderdil jarang ev bilang fre maintenance gerak pakai dinamo servis kipas angin ganti oli kipas angin ev susah ganti baterai jangka sisa komponen ganti ban kampas rem jual sedia c harga charging ev mahal bahas ketes boros boros ev irit combustion engine jarak jelajah ev pendek jarak jelajah ev uang sanggup bayar ev sanggup km jelajah sanggup beli inti gambar paham masyarakat ev bagus harga ev jangkau harga wuling air ev merek cina ukur bajaj harga tara versi city car jepang brio agya gede low mpv varian rendah value for uang,negatif,sebab karena kurang paham masyarakat lebih ev cuma pikir ev bebas karbon paham lebih contoh a ev   kuat nanjak mohon maaf ev rata rata torsi mesin besar torsi pakai tanjak bukan daya kuda handphone b ev sedia orderdil jarang ev hampir bilang fre maintenance karena gerak pakai dinamo ada pernah servis bulan kipas angin ganti oli kipas angin tiap bulan ev susah kalaupun ganti biasa baterai itu jangka waktu lama sisa komponen umum misal ganti ban kampas rem jual sedia c harga charging ev mahal   banyak bahas mengetes boros boros ev lebih irit combustion engine jarak jelajah ev pendek jarak jelajah ev uang sanggup bayar ev sanggup km sekali jelajah masalah sanggup   beli inti tanya tanya gambar paham masyarakat ev bagus harga ev jangkau harga wuling air ev merek cina ukur   lebih besar bajaj harga tara versi tinggi city car jepang brio agya gede rasa malah low mpv varian rendah sama sekali value for uang
833,UgwlOAaY_8bEXG43B154AaABAg,Dudi Junaedi,2023-06-07 06:45:23+00:00,duh kasi jabat   calon rugi deh,aduh kasih jabat calon rugi,negatif,aduh kasih jabat   calon rugi deh
834,UgzprX42iJBvTnegBJR4AaABAg,s b,2023-06-07 06:45:00+00:00,bgga   murah ngechargenya jg msh bikjn dagdigder ad nggz daerah tuju cb bw ciwidey trus arah pantai banten pssti mikir   soal   sepeda jaya dimna mana sel kayaj viar dk,bgga murah ngechargenya bikjn dagdigder nggz daerah tuju coba bawa ciwidey arah pantai banten pssti pikir sepeda jaya dimna sel kayaj viar dk,netral,bgga   murah ngechargenya juga masih bikjn dagdigder ada nggz daerah tuju coba bawa ciwidey terus arah pantai banten pssti pikir   soal   sepeda jaya dimna mana sel kayaj viar dk
835,UgxY0mHl-7YG6D15J-d4AaABAg,Beno b,2023-06-07 06:38:35+00:00,ayo dukung esemka,ayo dukung esemka,positif,ayo dukung esemka
836,Ugx770AYp621vgy-kx14AaABAg,yunanri wijaya,2023-06-07 06:37:50+00:00,narasumber pro   solusi,narasumber pro solusi,positif,narasumber pro   solusi
837,UgwVk6m_rnZ0_IWSVJR4AaABAg,Randi Tiawan,2023-06-07 06:36:23+00:00,harga mahal batrenya sangat mahal walaupun murah   harga sangat mahal mending pilih bensin biaya bensin tahun lebih murah   harga batrei juta ganti tahun sekali,harga mahal batrenya mahal murah harga mahal mending pilih bensin biaya bensin murah harga batrei juta ganti,positif,harga mahal batrenya sangat mahal walaupun murah   harga sangat mahal mending pilih bensin biaya bensin tahun lebih murah   harga batrei juta ganti tahun sekali
838,UgylR0a6o7kUQfUR4sJ4AaABAg,Jisong Studio,2023-06-07 06:34:14+00:00,hm   ev mau cepet laku duit buat subsidi lcgc mending hapus buat ada spklu lebih baru subsidi sebut alih ev,hem ev cepat laku duit subsidi lcgc mending hapus spklu subsidi alih ev,positif,hem   ev mau cepat laku duit buat subsidi lcgc mending hapus buat ada spklu lebih baru subsidi sebut alih ev
839,UgyRO987fjnw0QPZ-194AaABAg,siloja loja,2023-06-07 06:32:22+00:00,subsidi alih blt lumayan beli bensin liter per   bulan baru pihak rakyat kecil usaha biar karna uang banyak demokrat partai wong kecil,subsidi alih bantu langsung tunai lumayan beli bensin liter rakyat usaha biar uang demokrat partai orang,negatif,subsidi alih bantuan langsung tunai lumayan beli bensin liter per   bulan baru pihak rakyat kecil usaha biar karena uang banyak demokrat partai orang kecil
840,UgwfZHmM0dtnB6zknwF4AaABAg,Ahmad Basuki,2023-06-07 06:30:41+00:00,yng ingin rakyat beli kendara tpi   pajak,rakyat beli kendara pajak,negatif,yang ingin rakyat beli kendara tetapi   pajak
841,UgzaFKQVgqCquvwNE9l4AaABAg,Gudang Music Project,2023-06-07 06:29:22+00:00,subsidi tepat sasar maaf,subsidi sasar maaf,negatif,subsidi tepat sasar maaf
842,Ugyr5l8Bh-P07QjI6yR4AaABAg,dosen senior indonesia,2023-06-07 06:29:18+00:00,laku indonesia bakal asal harga mahal mahal jangkau tentunmahal,laku indonesia harga mahal mahal jangkau tentunmahal,positif,laku indonesia bakal asal harga mahal mahal jangkau tentunmahal
843,UgxHWWsnNUnV6gQLWmR4AaABAg,Samuel Zhang,2023-06-07 06:29:16+00:00,dululah indonesia ev hibrid   dulu  jangan  beli ev motor ribet ngecharge,dululah indonesia ev hibrid beli ev motor ribet ngecharge,negatif,dululah indonesia ev hibrid   dulu  jangan  beli ev motor ribet ngecharge
844,Ugyh21wnhRQC2CQnQ9N4AaABAg,Roel11,2023-06-07 06:26:50+00:00,cuma syarat indonesia maju hukum mati koruptor,syarat indonesia maju hukum mati koruptor,negatif,cuma syarat indonesia maju hukum mati koruptor
845,Ugy7QgcvT1u4UYgznOJ4AaABAg,Waris Andayani,2023-06-07 06:21:34+00:00,ri negara korup nomer dunia gin jabat sandiwara terus,ri negara korup nomer dunia jabat sandiwara,negatif,ri negara korup nomer dunia begini jabat sandiwara terus
846,UgxKjzKwdf-Xqfw0wQV4AaABAg,pandu wiguna,2023-06-07 06:18:29+00:00,  mau pabrikan toyota ev   toyota,pabrikan toyota ev toyota,positif,  mau pabrikan toyota ev   toyota
847,Ugz_KeUR5jlykJmVbap4AaABAg,Dandi Maulana,2023-06-07 06:18:10+00:00,spertinya   untuk   tinggl plosok stasiun isi blum biaya service mungkin mahal tukang teknisi bukan mekanik,tinggal plosok stasiun isi biaya service mahal tukang teknisi mekanik,negatif,sepertinya   untuk   tinggal plosok stasiun isi belum biaya service mungkin mahal tukang teknisi bukan mekanik
848,Ugzp_s21433bJdo0mQp4AaABAg,Rey,2023-06-07 06:17:37+00:00,  batre rusak tara ganti bos,baterai rusak tara ganti bos,positif,  baterai rusak tara ganti bos
849,UgypCY9vLqG6-pzybmt4AaABAg,Anif Wijayanto,2023-06-07 06:17:07+00:00,butuh proses dukung bukan lemah wong tuju masuk akal positif kaum oposisi cuma jual kata kata mulus ambisi politik,butuh proses dukung lemah orang tuju masuk akal positif kaum oposisi jual mulus ambisi politik,negatif,butuh proses dukung bukan lemah orang tuju masuk akal positif kaum oposisi cuma jual kata kata mulus ambisi politik
850,UgzyAtDTpNPlRF_9qb54AaABAg,Dony Don,2023-06-07 06:12:51+00:00,dikatain bodoh ntr marah lapor polisi bilang cerdas   cocok hadew,ejek bodoh marah lapor polisi bilang cerdas cocok hadew,negatif,diejek bodoh nanti marah lapor polisi bilang cerdas   cocok hadew
851,UgyEdAyP5ehYzf8n0at4AaABAg,Frane Xavi,2023-06-07 06:11:22+00:00,harga sama pilih   lebih aman,harga pilih aman,positif,harga sama pilih   lebih aman
852,Ugw7uLA-obNwqCP25SV4AaABAg,Hutadi Lufik,2023-06-07 06:09:50+00:00,laah mau transisi   mahal spek gabisa lebih tanding apa     edar  sekarang    kata manusia indo goblok kyk dulu buta informasi gausa deh cntoh kecil hp     harga bawah jt milih hp    orang  hari nyari info segi spek n budget maksimal uang brg   rasa pantas dapat pdahal cukup jam   didapetin info aplg manusia indo rata fanatik avanza pas ngeliat cm tumpang gabutuh  lihat  spek gabutuh nyari informasi udh lgsung skip   tengah atas dikit ngebandinginnya paling sama inova   gabisa lebih fix skip ujung manusia indo paling maksimal   alih,transisi mahal spesifikasi tanding edar manusia indonesia goblok buta informasi cntoh handphone harga juta pilih handphone orang cari info segi spesifikasi budget maksimal uang barang jam didapetin info manusia indonesia fanatik avanza pas tumpang gabutuh lihat spesifikasi gabutuh cari informasi langsung skip ngebandinginnya inova fix skip ujung manusia indonesia maksimal alih,negatif,lah mau transisi   mahal spesifikasi tidak bisa lebih tanding apa     edar  sekarang    kata manusia indonesia goblok kayak dulu buta informasi enggak usah deh cntoh kecil handphone     harga bawah juta memilih handphone    orang  hari mencari info segi spesifikasi dan budget maksimal uang barang   rasa pantas dapat padahal cukup jam   didapetin info apa lagi manusia indonesia rata fanatik avanza pas melihat cuma tumpang gabutuh  lihat  spesifikasi gabutuh mencari informasi sudah langsung skip   tengah atas sedikit ngebandinginnya paling sama inova   tidak bisa lebih fix skip ujung manusia indonesia paling maksimal   alih
853,Ugz43hvRQ3f-7UYXOHh4AaABAg,gumilang,2023-06-07 06:08:50+00:00,sulit bisnis baru dulu buat solusi,sulit bisnis solusi,positif,sulit bisnis baru dulu buat solusi
854,UgwLY1z5dzMDjPf8Eyp4AaABAg,Ismail Hawari,2023-06-07 06:03:56+00:00,rakyat lebih butuh subsidi bbm didik sehat rakyat kecil   beli   subsidi baru mau  orang  kaya  kok  subsidi gelo,rakyat butuh subsidi bahan bakar minyak didik sehat rakyat beli subsidi orang subsidi gila,negatif,rakyat lebih butuh subsidi bahan bakar minyak didik sehat rakyat kecil   beli   subsidi baru mau  orang  kayak  kok  subsidi gila
855,UgwCaCwXm0r09v7HEK94AaABAg,Joedy,2023-06-07 06:03:18+00:00,kepingin kendara laku jual kendara kurang lebih sama kendaran non banyak stasiun stasiun tukar baterai paham,kendara laku jual kendara kendaran non stasiun stasiun tukar baterai paham,negatif,ingin kendara laku jual kendara kurang lebih sama kendaran non banyak stasiun stasiun tukar baterai paham
856,UgwHfuPgiCFcpBdWZoZ4AaABAg,bahlul,2023-06-07 06:03:15+00:00,indonesia negara miskin th bangke,indonesia negara miskin bangkai,negatif,indonesia negara miskin tahun bangkai
857,UgzUtUBwPF8jS6Bo-3V4AaABAg,kus mai,2023-06-07 05:59:54+00:00,kirain esemka tak tahu cina,kira esemka cina,netral,kiraan esemka tak tahu cina
858,UgwpUouI7d_JjemXNHt4AaABAg,terano,2023-06-07 05:59:53+00:00,subsidi   jelas jalan banyak bolong mikirin subsidi,subsidi jalan bolong pikir subsidi,negatif,subsidi   jelas jalan banyak bolong memikirkan subsidi
859,UgyNFTCXNxtzVzSkTJZ4AaABAg,Aries Tito,2023-06-07 05:59:44+00:00,harus perintah tau mslh utama  jangan  tutup mslh tsb hingga smpai trlihat linglung knp   laku hayo mslh apa masa pinteran bel drpd perintah,perintah tau utama tutup linglung laku hayo pintar bel perintah,negatif,harus perintah tau masalah utama  jangan  tutup masalah tersebut hingga sampai terlihat linglung kenapa   laku hayo masalah apa masa lebih pintar bel daripada perintah
860,UgyOLZdIwRo-Y3c194R4AaABAg,Arnval Exodus,2023-06-07 05:58:18+00:00,banyak desain kurang wah sih,desain,positif,banyak desain kurang wah sih
861,UgwPlOsZjW6f91Y6so94AaABAg,Miyama Shonzo,2023-06-07 05:56:26+00:00,jalan rusak banyak banyak rakyat miskin,jalan rusak rakyat miskin,negatif,jalan rusak banyak banyak rakyat miskin
862,Ugx51_tPtPMZqRKNXfd4AaABAg,Felix Tobing,2023-06-07 05:56:09+00:00,bijak terlalu jawasentris sedia infrastruktur dukung luar jawa sangat minim sebab duduk luar jawa minim bahkan hampir tarik milik kendara harap infrastruktur dukung dulu banyak baru warga ragu alih ev,bijak jawasentris sedia infrastruktur dukung jawa minim duduk jawa minim tarik milik kendara harap infrastruktur dukung warga ragu alih ev,negatif,bijak terlalu jawasentris sedia infrastruktur dukung luar jawa sangat minim sebab duduk luar jawa minim bahkan hampir tarik milik kendara harap infrastruktur dukung dulu banyak baru warga ragu alih ev
863,Ugw-rxIQJeZoK-5dPHl4AaABAg,dacii mini,2023-06-07 05:53:35+00:00,insentif pajak buat apa   harga awal jt indonesia jd jt situ waras mau nipu pakai sebut insentif pajak mau nipu rakyat,insentif pajak harga juta indonesia juta situ waras tipu pakai insentif pajak tipu rakyat,positif,insentif pajak buat apa   harga awal juta indonesia jadi juta situ waras mau menipu pakai sebut insentif pajak mau menipu rakyat
864,UgyqJcwCkhht1MlM7Pl4AaABAg,bakron arafat,2023-06-07 05:53:05+00:00,hidrogen masa depan dunia,hidrogen dunia,negatif,hidrogen masa depan dunia
865,UgxBy0zHz62ETgEKvJl4AaABAg,Abas77 100,2023-06-07 05:52:59+00:00,lama ngcassnya batrai   awet jam keluh,ngcassnya batrai awet jam keluh,netral,lama ngcassnya batrai   awet jam keluh
866,Ugz8uyDx5LgUKAU1yT94AaABAg,Skt Brown,2023-06-07 05:51:42+00:00,masalah ukur harga jangkau perintah beda jauh arti harga jangkau masyarakat kata perintah jtan jangkau wuling ev masyrakat motor   jtan beli cicil itu banyak macet cicil mimpi basah siang bolong   laku,ukur harga jangkau perintah beda arti harga jangkau masyarakat perintah jtan jangkau wuling ev masyarakat motor jtan beli cicil macet cicil mimpi basah siang bolong laku,negatif,masalah ukur harga jangkau perintah beda jauh arti harga jangkau masyarakat kata perintah jtan jangkau wuling ev masyarakat motor   jtan beli cicil itu banyak macet cicil mimpi basah siang bolong   laku
867,Ugyfif42r8WlFRkXCmh4AaABAg,UH UH UH 🗿👍,2023-06-07 05:48:32+00:00,bagaimana rakyat mau beli infrastruktur isi baterai percuma,rakyat beli infrastruktur isi baterai,negatif,bagaimana rakyat mau beli infrastruktur isi baterai percuma
868,UgyERV3LmfcS7dcr3OV4AaABAg,Agus,2023-06-07 05:44:53+00:00,orang indonesia msh bnyk   kere siapa   mau beli dapat warga rata rata per kapita per bulan juta,orang indonesia kere beli warga kapita juta,negatif,orang indonesia masih banyak   kere siapa   mau beli dapat warga rata rata per kapita per bulan juta
869,Ugw8pvEIi2Hb3hX6jap4AaABAg,Lord Luhut,2023-06-07 05:40:47+00:00,wong rakyat cari kerja susah jual susah kok   laku benerin duru uang rakyat apa apa laku contoh china,orang rakyat cari kerja susah jual susah laku benar duru uang rakyat laku contoh cina,negatif,orang rakyat cari kerja susah jual susah kok   laku benarkan duru uang rakyat apa apa laku contoh cina
870,UgyYBEYaJEMbcLWRAvl4AaABAg,Gm Godam,2023-06-07 05:40:20+00:00,  gratis laku kendara   masalah mana gratis produksi   pake batubara sama   polusi ajar mixue sasar kendara daerah pinggir indonesia lalu buat fastcharge tiap beberapa kilometer mulai bangun bangkit ramah lingkung tiap desa paling isi daya motor gratis,gratis laku kendara gratis produksi pakai batubara polusi ajar mixue sasar kendara daerah pinggir indonesia fastcharge kilometer bangun bangkit ramah lingkung desa isi daya motor gratis,positif,  gratis laku kendara   masalah mana gratis produksi   pakai batubara sama   polusi ajar mixue sasar kendara daerah pinggir indonesia lalu buat fastcharge tiap beberapa kilometer mulai bangun bangkit ramah lingkung tiap desa paling isi daya motor gratis
871,UgzwJuna2Y401ovWLu14AaABAg,nitta,2023-06-07 05:37:14+00:00,laku pabrikan larang atur dunia mesin stop produksi baru alih,laku pabrikan larang atur dunia mesin stop produksi alih,negatif,laku pabrikan larang atur dunia mesin stop produksi baru alih
872,UgzhO1jtu7tWZ88guJF4AaABAg,THE BEST STAR IN THE SKY,2023-06-07 05:37:01+00:00,masyarakat bilang mau beli duit cukup buat butuh hari hari mimpi semua orang mampu beli sb   nyata masyarakat hutang terus tambah lunas   bikin keluarga derita solusi   baik   butuh masyarakat lapang kerja   baik layak,masyarakat bilang beli duit butuh mimpi orang beli sb nyata masyarakat hutang lunas bikin keluarga derita solusi butuh masyarakat lapang kerja layak,negatif,masyarakat bilang mau beli duit cukup buat butuh hari hari mimpi semua orang mampu beli sb   nyata masyarakat hutang terus tambah lunas   bikin keluarga derita solusi   baik   butuh masyarakat lapang kerja   baik layak
873,UgzD6zddUXM5DzgPIJB4AaABAg,Rigo Futra,2023-06-07 05:36:22+00:00,hadiah kn seluruh rakyat ludes hsbis tangan ter bukak terima,hadiah rakyat ludes hsbis tangan ter buka terima,negatif,hadiah kan seluruh rakyat ludes hsbis tangan ter buka terima
874,UgxQeeQcfDCJtnzD6QB4AaABAg,nico sepma,2023-06-07 05:35:43+00:00,tempat isi utama,isi utama,negatif,tempat isi utama
875,UgyWQQehEIQRokiO-VF4AaABAg,Hari,2023-06-07 05:35:07+00:00,kota besar luar   laku jalan indonesia bukan sprti barat eropa masalah terminal charging,kota laku jalan indonesia barat eropa terminal charging,negatif,kota besar luar   laku jalan indonesia bukan seperti barat eropa masalah terminal charging
876,UgwhvM0556XnIPGyccB4AaABAg,aryoo tidjo,2023-06-07 05:35:05+00:00,kelas tengah suka lebih irit ongkos lebih boros pke bensin,kelas suka irit ongkos boros pakai bensin,negatif,kelas tengah suka lebih irit ongkos lebih boros pakai bensin
877,Ugzfx1MI4rEKOcgK1-t4AaABAg,Robert Kusuma,2023-06-07 05:33:55+00:00,dulu pernah laku merknya tamiya,laku merknya tamiya,netral,dulu pernah laku merknya tamiya
878,Ugy-QOiy9ossbNU7F094AaABAg,yulianto rahardjo,2023-06-07 05:31:05+00:00,ev   nanjak plus stop go tanjak mogok tengah jalan gara gara quality control mumpuni kayak   tahun depan baru ganti konversi ev,ev nanjak plus stop go tanjak mogok jalan gara gara quality control mumpuni ganti konversi ev,negatif,ev   nanjak plus stop go tanjak mogok tengah jalan gara gara quality control mumpuni kayak   tahun depan baru ganti konversi ev
879,UgwQfSlQeu2izWsMBEd4AaABAg,Mas Sugeng,2023-06-07 05:30:08+00:00,bijak   pro wong cilik,bijak pro orang cilik,negatif,bijak   pro orang cilik
880,Ugy_ZROkDz06eEFY92N4AaABAg,digigaming,2023-06-07 05:25:58+00:00,specnya jelek     mau beli batre pake sewa asu,specnya jelek beli baterai pakai sewa anjing,negatif,specnya jelek     mau beli baterai pakai sewa anjing
881,UgwWrFMiyk6LlesF4et4AaABAg,Biank Kerock,2023-06-07 05:24:50+00:00,banyak khawatir   sering tanya masyarakat adl sedia spklu harap realisasi cepat spklu segera laku perintah dmana kmrn ud mou dg swata   cepat edukasi kpd masyarakat baik perintah maupun dealer dg sales banyak mis informasi masyarakat ttg ev khusus       edar indonesia ev wuling air ev ioniq dua brand sama beri garansi baterai th ganti baterai sifat parsial sbg contoh   wuling air ev harga an harga baterai jt part ato jt al part   hrga hilir ekosistem ev jalan harap harga baterai turun shg harga baterai kecil brand minded   susah   ubah tinggal produk jepang   edar buat masyarakat ragu   segera alih ev,khawatir masyarakat sedia spklu harap realisasi cepat spklu laku perintah kemarin mou swata cepat edukasi masyarakat perintah dealer sales mis informasi masyarakat ev khusus edar indonesia ev wuling air ev ioniq merek garansi baterai ganti baterai sifat parsial contoh wuling air ev harga an harga baterai juta part juta al part hrga hilir ekosistem ev jalan harap harga baterai turun harga baterai merek minded susah ubah tinggal produk jepang edar masyarakat ragu alih ev,negatif,banyak khawatir   sering tanya masyarakat adalah sedia spklu harap realisasi cepat spklu segera laku perintah di mana kemarin sudah mou dengan swata   cepat edukasi kepada masyarakat baik perintah maupun dealer dengan sales banyak mis informasi masyarakat tentang ev khusus       edar indonesia ev wuling air ev ioniq dua merek sama beri garansi baterai tahun ganti baterai sifat parsial sebagai contoh   wuling air ev harga an harga baterai juta part atau juta al part   hrga hilir ekosistem ev jalan harap harga baterai turun sehingga harga baterai kecil merek minded   susah   ubah tinggal produk jepang   edar buat masyarakat ragu   segera alih ev
882,Ugy1wCQE7f906LEB77t4AaABAg,benito mouselini,2023-06-07 05:23:24+00:00,masalah baterai doank yakin batrai nikel kuat dipake kendara mikir jing orang orang beli kendara cuman parkir garasi paling dipake minggu sekali batrai kendara parkir garasi malah ancur enak pake bbm sekalipun parkir garasi tahun tahun   masalah paling ganti aki doank   kena banjir milik kendara ev nang pojok ganti batrai part ada   jelas,baterai doang batrai nikel kuat pakai kendara pikir anjing orang orang beli kendara parkir garasi pakai minggu batrai kendara parkir garasi hancur enak pakai bahan bakar minyak parkir garasi ganti aki doang kena banjir milik kendara ev pojok ganti batrai part,negatif,masalah baterai doang yakin batrai nikel kuat dipakai kendara pikir anjing orang orang beli kendara cuma parkir garasi paling dipakai minggu sekali batrai kendara parkir garasi malah hancur enak pakai bahan bakar minyak sekalipun parkir garasi tahun tahun   masalah paling ganti aki doang   kena banjir milik kendara ev di pojok ganti batrai part ada   jelas
883,UgxVepBalC3dTg-oFAh4AaABAg,yoseph baktiar,2023-06-07 05:23:17+00:00,sebenernya si bukan   laku hubung harga relatif mahal sama karna nyaman pake kendara konvensional alam nyupirin bos pake depok sudirman asli nyaman banget bilang irit batrenya,laku hubung harga relatif mahal nyaman pakai kendara konvensional alam nyupirin bos pakai depok sudirman asli nyaman bilang irit batrenya,positif,sebenarnya sih bukan   laku hubung harga relatif mahal sama karena nyaman pakai kendara konvensional alam nyupirin bos pakai depok sudirman asli nyaman banget bilang irit batrenya
884,UgxxcEyHsxzzssa6dkR4AaABAg,Yondra 22,2023-06-07 05:21:51+00:00,pembnagkit pake pltu   cari lingkung apa batubara bahan     baharu rakyat banyak pake kendara   bayar naik baik perintah perlu kaji   lebih matang jangan asal bikin bijak rakyatjuga   bikin susah,pembnagkit pakai pltu cari lingkung batubara bahan baharu rakyat pakai kendara bayar perintah kaji matang bikin bijak rakyatjuga bikin susah,negatif,pembnagkit pakai pltu   cari lingkung apa batubara bahan     baharu rakyat banyak pakai kendara   bayar naik baik perintah perlu kaji   lebih matang jangan asal bikin bijak rakyatjuga   bikin susah
885,UgzUCN_FrRIQwHDlxYN4AaABAg,For YouTube,2023-06-07 05:20:01+00:00,hm terlalu penting masyarakat mau kerja n gaji   layak rumah tempat tinggal   beli,hem masyarakat kerja gaji layak rumah tinggal beli,negatif,hem terlalu penting masyarakat mau kerja dan gaji   layak rumah tempat tinggal   beli
886,Ugwpvg1HT2yTz2rcSJR4AaABAg,Thomas Bondan Tyas,2023-06-07 05:19:46+00:00,  butuh motor butuh sembako murah,butuh motor butuh sembako murah,negatif,  butuh motor butuh sembako murah
887,Ugyejvgj765-0exbAId4AaABAg,Achmad Marendes,2023-06-07 05:19:21+00:00,unit tahun naik unit arti naik tinggi dong,unit unit arti,negatif,unit tahun naik unit arti naik tinggi dong
888,UgxzDsRW9AcVS2ZYDDh4AaABAg,Muhammad rafii Rafii,2023-06-07 05:15:35+00:00,indonesia jln bnyk   hancur tinggu jln semua mulus baru ku beli,indonesia jalan hancur tinggu jalan mulus ku beli,negatif,indonesia jalan banyak   hancur tinggu jalan semua mulus baru ku beli
889,Ugx0xKVahb1Hg_HlAd14AaABAg,DodolF FZ,2023-06-07 05:13:42+00:00,jga banyak pake batubara jga mau ganti jga sama  ,pakai batubara ganti,positif,juga banyak pakai batubara juga mau ganti juga sama  
890,UgwI1yHapIRxpovECj94AaABAg,fany oktavia,2023-06-07 05:12:37+00:00,nih wajah orang   hobi bikin rakyat susah,wajah orang hobi bikin rakyat susah,negatif,nih wajah orang   hobi bikin rakyat susah
